,Entity,Day,daily_vaccinations
2783,Hawaii,2021-06-05,2932
2784,Hawaii,2021-06-06,3576
2785,Hawaii,2021-06-07,3155
2786,Hawaii,2021-06-08,2957
2787,Hawaii,2021-06-09,3389
2788,Hawaii,2021-06-10,3621
2789,Hawaii,2021-06-11,4189
2790,Hawaii,2021-06-12,3044
2791,Hawaii,2021-06-13,2359
2792,Hawaii,2021-06-14,3418
2793,Hawaii,2021-06-15,3796
2794,Hawaii,2021-06-16,4214
2795,Hawaii,2021-06-17,4147
2796,Hawaii,2021-06-18,4114
2797,Hawaii,2021-06-19,4567
2798,Hawaii,2021-06-20,5066
2799,Hawaii,2021-06-21,3951
2800,Hawaii,2021-06-22,3350
2801,Hawaii,2021-06-23,2890
2802,Hawaii,2021-06-24,2621
2803,Hawaii,2021-06-25,2454
2804,Hawaii,2021-06-26,2340
2805,Idaho,2021-01-13,3027
2806,Idaho,2021-01-14,3370
2807,Idaho,2021-01-15,3597
2808,Idaho,2021-01-16,3781
2809,Idaho,2021-01-17,3892
2810,Idaho,2021-01-18,3966
2811,Idaho,2021-01-19,4019
2812,Idaho,2021-01-20,4342
2813,Idaho,2021-01-21,4398
2814,Idaho,2021-01-22,4479
2815,Idaho,2021-01-23,4524
2816,Idaho,2021-01-24,4546
2817,Idaho,2021-01-25,4519
2818,Idaho,2021-01-26,4256
2819,Idaho,2021-01-27,3961
2820,Idaho,2021-01-28,4204
2821,Idaho,2021-01-29,4412
2822,Idaho,2021-01-30,4584
2823,Idaho,2021-01-31,4822
2824,Idaho,2021-02-01,4729
2825,Idaho,2021-02-02,4697
2826,Idaho,2021-02-03,5056
2827,Idaho,2021-02-04,5585
2828,Idaho,2021-02-05,7217
2829,Idaho,2021-02-06,8784
2830,Idaho,2021-02-07,9257
2831,Idaho,2021-02-08,10173
2832,Idaho,2021-02-09,10311
2833,Idaho,2021-02-10,10428
2834,Idaho,2021-02-11,10309
2835,Idaho,2021-02-12,7810
2836,Idaho,2021-02-13,6481
2837,Idaho,2021-02-14,8088
2838,Idaho,2021-02-15,8196
2839,Idaho,2021-02-16,9257
2840,Idaho,2021-02-17,9256
2841,Idaho,2021-02-18,9202
2842,Idaho,2021-02-19,12941
2843,Idaho,2021-02-20,13126
2844,Idaho,2021-02-21,12006
2845,Idaho,2021-02-22,11898
2846,Idaho,2021-02-23,10974
2847,Idaho,2021-02-24,10909
2848,Idaho,2021-02-25,11216
2849,Idaho,2021-02-26,8924
2850,Idaho,2021-02-27,9276
2851,Idaho,2021-02-28,9433
2852,Idaho,2021-03-01,9715
2853,Idaho,2021-03-02,9885
2854,Idaho,2021-03-03,10346
2855,Idaho,2021-03-04,10173
2856,Idaho,2021-03-05,10768
2857,Idaho,2021-03-06,11290
2858,Idaho,2021-03-07,11239
2859,Idaho,2021-03-08,11146
2860,Idaho,2021-03-09,11368
2861,Idaho,2021-03-10,11225
2862,Idaho,2021-03-11,11396
2863,Idaho,2021-03-12,11431
2864,Idaho,2021-03-13,11251
2865,Idaho,2021-03-14,11304
2866,Idaho,2021-03-15,11055
2867,Idaho,2021-03-16,10980
2868,Idaho,2021-03-17,9892
2869,Idaho,2021-03-18,11219
2870,Idaho,2021-03-19,11505
2871,Idaho,2021-03-20,12307
2872,Idaho,2021-03-21,12776
2873,Idaho,2021-03-22,12968
2874,Idaho,2021-03-23,12979
2875,Idaho,2021-03-24,14230
2876,Idaho,2021-03-25,13179
2877,Idaho,2021-03-26,13121
2878,Idaho,2021-03-27,12648
2879,Idaho,2021-03-28,12634
2880,Idaho,2021-03-29,12358
2881,Idaho,2021-03-30,12002
2882,Idaho,2021-03-31,12282
2883,Idaho,2021-04-01,12565
2884,Idaho,2021-04-02,12527
2885,Idaho,2021-04-03,12716
2886,Idaho,2021-04-04,12740
2887,Idaho,2021-04-05,12816
2888,Idaho,2021-04-06,12553
2889,Idaho,2021-04-07,12809
2890,Idaho,2021-04-08,12618
2891,Idaho,2021-04-09,12949
2892,Idaho,2021-04-10,12854
2893,Idaho,2021-04-11,13251
2894,Idaho,2021-04-12,13389
2895,Idaho,2021-04-13,13740
2896,Idaho,2021-04-14,10747
2897,Idaho,2021-04-15,10592
2898,Idaho,2021-04-16,10163
2899,Idaho,2021-04-17,9894
2900,Idaho,2021-04-18,9230
2901,Idaho,2021-04-19,8700
2902,Idaho,2021-04-20,8553
2903,Idaho,2021-04-21,10991
2904,Idaho,2021-04-22,10712
2905,Idaho,2021-04-23,10436
2906,Idaho,2021-04-24,10070
2907,Idaho,2021-04-25,9815
2908,Idaho,2021-04-26,9645
2909,Idaho,2021-04-27,9454
2910,Idaho,2021-04-28,9253
2911,Idaho,2021-04-29,8970
2912,Idaho,2021-04-30,8450
2913,Idaho,2021-05-01,8226
2914,Idaho,2021-05-02,7948
2915,Idaho,2021-05-03,7517
2916,Idaho,2021-05-04,7412
2917,Idaho,2021-05-05,7094
2918,Idaho,2021-05-06,7106
2919,Idaho,2021-05-07,6937
2920,Idaho,2021-05-08,6436
2921,Idaho,2021-05-09,4779
2922,Idaho,2021-05-10,4431
2923,Idaho,2021-05-11,6751
2924,Idaho,2021-05-12,6604
2925,Idaho,2021-05-13,6195
2926,Idaho,2021-05-14,5959
2927,Idaho,2021-05-15,5742
2928,Idaho,2021-05-16,6714
2929,Idaho,2021-05-17,7071
2930,Idaho,2021-05-18,4721
2931,Idaho,2021-05-19,4764
2932,Idaho,2021-05-20,4796
2933,Idaho,2021-05-21,4530
2934,Idaho,2021-05-22,4789
2935,Idaho,2021-05-23,4651
2936,Idaho,2021-05-24,4707
2937,Idaho,2021-05-25,4739
2938,Idaho,2021-05-26,4535
2939,Idaho,2021-05-27,4325
2940,Idaho,2021-05-28,4231
2941,Idaho,2021-05-29,3840
2942,Idaho,2021-05-30,3526
2943,Idaho,2021-05-31,3333
2944,Idaho,2021-06-01,3339
2945,Idaho,2021-06-02,2954
2946,Idaho,2021-06-03,2780
2947,Idaho,2021-06-04,2662
2948,Idaho,2021-06-05,2558
2949,Idaho,2021-06-06,2023
2950,Idaho,2021-06-07,2582
2951,Idaho,2021-06-08,2540
2952,Idaho,2021-06-09,2907
2953,Idaho,2021-06-10,3141
2954,Idaho,2021-06-11,2655
2955,Idaho,2021-06-12,2621
2956,Idaho,2021-06-13,3052
2957,Idaho,2021-06-14,3802
2958,Idaho,2021-06-15,3899
2959,Idaho,2021-06-16,3424
2960,Idaho,2021-06-17,3888
2961,Idaho,2021-06-18,4260
2962,Idaho,2021-06-19,4210
2963,Idaho,2021-06-20,4091
2964,Idaho,2021-06-21,2862
2965,Idaho,2021-06-22,2695
2966,Idaho,2021-06-23,3002
2967,Idaho,2021-06-24,1922
2968,Idaho,2021-06-25,1897
2969,Idaho,2021-06-26,1878
2970,Illinois,2021-01-13,18854
2971,Illinois,2021-01-14,28330
2972,Illinois,2021-01-15,30253
2973,Illinois,2021-01-16,28158
2974,Illinois,2021-01-17,26902
2975,Illinois,2021-01-18,26064
2976,Illinois,2021-01-19,25465
2977,Illinois,2021-01-20,24867
2978,Illinois,2021-01-21,23837
2979,Illinois,2021-01-22,24248
2980,Illinois,2021-01-23,27873
2981,Illinois,2021-01-24,31080
2982,Illinois,2021-01-25,31402
2983,Illinois,2021-01-26,30390
2984,Illinois,2021-01-27,32390
2985,Illinois,2021-01-28,36114
2986,Illinois,2021-01-29,39571
2987,Illinois,2021-01-30,42007
2988,Illinois,2021-01-31,44626
2989,Illinois,2021-02-01,47373
2990,Illinois,2021-02-02,47870
2991,Illinois,2021-02-03,48845
2992,Illinois,2021-02-04,50721
2993,Illinois,2021-02-05,51860
2994,Illinois,2021-02-06,54451
2995,Illinois,2021-02-07,55733
2996,Illinois,2021-02-08,57554
2997,Illinois,2021-02-09,57815
2998,Illinois,2021-02-10,61601
2999,Illinois,2021-02-11,60923
3000,Illinois,2021-02-12,61067
3001,Illinois,2021-02-13,63229
3002,Illinois,2021-02-14,64663
3003,Illinois,2021-02-15,63802
3004,Illinois,2021-02-16,68086
3005,Illinois,2021-02-17,65188
3006,Illinois,2021-02-18,61794
3007,Illinois,2021-02-19,71364
3008,Illinois,2021-02-20,69845
3009,Illinois,2021-02-21,69331
3010,Illinois,2021-02-22,64299
3011,Illinois,2021-02-23,65950
3012,Illinois,2021-02-24,66469
3013,Illinois,2021-02-25,68866
3014,Illinois,2021-02-26,66470
3015,Illinois,2021-02-27,67681
3016,Illinois,2021-02-28,69238
3017,Illinois,2021-03-01,78880
3018,Illinois,2021-03-02,77559
3019,Illinois,2021-03-03,80143
3020,Illinois,2021-03-04,84036
3021,Illinois,2021-03-05,80655
3022,Illinois,2021-03-06,86539
3023,Illinois,2021-03-07,92781
3024,Illinois,2021-03-08,95036
3025,Illinois,2021-03-09,91731
3026,Illinois,2021-03-10,92887
3027,Illinois,2021-03-11,95719
3028,Illinois,2021-03-12,102980
3029,Illinois,2021-03-13,122334
3030,Illinois,2021-03-14,103399
3031,Illinois,2021-03-15,103731
3032,Illinois,2021-03-16,111141
3033,Illinois,2021-03-17,113886
3034,Illinois,2021-03-18,115254
3035,Illinois,2021-03-19,108299
3036,Illinois,2021-03-20,89843
3037,Illinois,2021-03-21,109046
3038,Illinois,2021-03-22,107637
3039,Illinois,2021-03-23,102520
3040,Illinois,2021-03-24,101097
3041,Illinois,2021-03-25,100477
3042,Illinois,2021-03-26,104130
3043,Illinois,2021-03-27,102279
3044,Illinois,2021-03-28,103031
3045,Illinois,2021-03-29,106066
3046,Illinois,2021-03-30,106713
3047,Illinois,2021-03-31,107916
3048,Illinois,2021-04-01,112224
3049,Illinois,2021-04-02,111421
3050,Illinois,2021-04-03,114094
3051,Illinois,2021-04-04,115209
3052,Illinois,2021-04-05,114150
3053,Illinois,2021-04-06,112036
3054,Illinois,2021-04-07,113276
3055,Illinois,2021-04-08,112498
3056,Illinois,2021-04-09,117947
3057,Illinois,2021-04-10,120591
3058,Illinois,2021-04-11,124972
3059,Illinois,2021-04-12,128993
3060,Illinois,2021-04-13,142676
3061,Illinois,2021-04-14,122331
3062,Illinois,2021-04-15,123257
3063,Illinois,2021-04-16,119725
3064,Illinois,2021-04-17,120372
3065,Illinois,2021-04-18,118068
3066,Illinois,2021-04-19,115774
3067,Illinois,2021-04-20,106473
3068,Illinois,2021-04-21,124764
3069,Illinois,2021-04-22,126092
3070,Illinois,2021-04-23,126571
3071,Illinois,2021-04-24,121804
3072,Illinois,2021-04-25,117426
3073,Illinois,2021-04-26,112395
3074,Illinois,2021-04-27,110285
3075,Illinois,2021-04-28,110229
3076,Illinois,2021-04-29,104186
3077,Illinois,2021-04-30,100500
3078,Illinois,2021-05-01,95862
3079,Illinois,2021-05-02,90071
3080,Illinois,2021-05-03,84992
3081,Illinois,2021-05-04,80149
3082,Illinois,2021-05-05,74547
3083,Illinois,2021-05-06,74901
3084,Illinois,2021-05-07,73768
3085,Illinois,2021-05-08,69359
3086,Illinois,2021-05-09,72071
3087,Illinois,2021-05-10,77187
3088,Illinois,2021-05-11,84845
3089,Illinois,2021-05-12,87174
3090,Illinois,2021-05-13,82029
3091,Illinois,2021-05-14,77446
3092,Illinois,2021-05-15,78055
3093,Illinois,2021-05-16,79710
3094,Illinois,2021-05-17,78070
3095,Illinois,2021-05-18,72647
3096,Illinois,2021-05-19,70278
3097,Illinois,2021-05-20,73399
3098,Illinois,2021-05-21,76539
3099,Illinois,2021-05-22,83436
3100,Illinois,2021-05-23,77222
3101,Illinois,2021-05-24,75987
3102,Illinois,2021-05-25,76531
3103,Illinois,2021-05-26,77498
3104,Illinois,2021-05-27,72370
3105,Illinois,2021-05-28,59431
3106,Illinois,2021-05-29,59491
3107,Illinois,2021-05-30,56310
3108,Illinois,2021-05-31,51966
3109,Illinois,2021-06-01,51185
3110,Illinois,2021-06-02,46440
3111,Illinois,2021-06-03,42056
3112,Illinois,2021-06-04,47275
3113,Illinois,2021-06-05,36779
3114,Illinois,2021-06-06,28885
3115,Illinois,2021-06-07,39579
3116,Illinois,2021-06-08,39950
3117,Illinois,2021-06-09,43952
3118,Illinois,2021-06-10,46937
3119,Illinois,2021-06-11,41588
3120,Illinois,2021-06-12,42925
3121,Illinois,2021-06-13,49024
3122,Illinois,2021-06-14,48477
3123,Illinois,2021-06-15,50182
3124,Illinois,2021-06-16,43739
3125,Illinois,2021-06-17,54273
3126,Illinois,2021-06-18,59830
3127,Illinois,2021-06-19,58075
3128,Illinois,2021-06-20,55532
3129,Illinois,2021-06-21,46549
3130,Illinois,2021-06-22,42452
3131,Illinois,2021-06-23,45663
3132,Illinois,2021-06-24,31909
3133,Illinois,2021-06-25,30976
3134,Illinois,2021-06-26,29522
3135,Indian Health Svc,2021-01-13,6075
3136,Indian Health Svc,2021-01-14,6670
3137,Indian Health Svc,2021-01-15,7286
3138,Indian Health Svc,2021-01-16,6333
3139,Indian Health Svc,2021-01-17,5761
3140,Indian Health Svc,2021-01-18,5380
3141,Indian Health Svc,2021-01-19,5108
3142,Indian Health Svc,2021-01-20,4930
3143,Indian Health Svc,2021-01-21,5082
3144,Indian Health Svc,2021-01-22,4756
3145,Indian Health Svc,2021-01-23,7137
3146,Indian Health Svc,2021-01-24,8084
3147,Indian Health Svc,2021-01-25,7838
3148,Indian Health Svc,2021-01-26,7735
3149,Indian Health Svc,2021-01-27,8113
3150,Indian Health Svc,2021-01-28,8990
3151,Indian Health Svc,2021-01-29,9654
3152,Indian Health Svc,2021-01-30,7326
3153,Indian Health Svc,2021-01-31,7995
3154,Indian Health Svc,2021-02-01,7876
3155,Indian Health Svc,2021-02-02,7986
3156,Indian Health Svc,2021-02-03,8333
3157,Indian Health Svc,2021-02-04,8338
3158,Indian Health Svc,2021-02-05,7602
3159,Indian Health Svc,2021-02-06,11586
3160,Indian Health Svc,2021-02-07,10327
3161,Indian Health Svc,2021-02-08,11525
3162,Indian Health Svc,2021-02-09,11885
3163,Indian Health Svc,2021-02-10,11803
3164,Indian Health Svc,2021-02-11,12392
3165,Indian Health Svc,2021-02-12,14664
3166,Indian Health Svc,2021-02-13,12391
3167,Indian Health Svc,2021-02-14,13796
3168,Indian Health Svc,2021-02-15,12944
3169,Indian Health Svc,2021-02-16,12558
3170,Indian Health Svc,2021-02-17,12017
3171,Indian Health Svc,2021-02-18,10883
3172,Indian Health Svc,2021-02-19,8581
3173,Indian Health Svc,2021-02-20,7039
3174,Indian Health Svc,2021-02-21,6774
3175,Indian Health Svc,2021-02-22,8561
3176,Indian Health Svc,2021-02-23,10012
3177,Indian Health Svc,2021-02-24,11113
3178,Indian Health Svc,2021-02-25,12459
3179,Indian Health Svc,2021-02-26,15633
3180,Indian Health Svc,2021-02-27,17872
3181,Indian Health Svc,2021-02-28,18231
3182,Indian Health Svc,2021-03-01,18198
3183,Indian Health Svc,2021-03-02,17477
3184,Indian Health Svc,2021-03-03,17089
3185,Indian Health Svc,2021-03-04,16373
3186,Indian Health Svc,2021-03-05,14899
3187,Indian Health Svc,2021-03-06,15045
3188,Indian Health Svc,2021-03-07,14515
3189,Indian Health Svc,2021-03-08,13820
3190,Indian Health Svc,2021-03-09,13113
3191,Indian Health Svc,2021-03-10,13705
3192,Indian Health Svc,2021-03-11,13399
3193,Indian Health Svc,2021-03-12,13514
3194,Indian Health Svc,2021-03-13,12979
3195,Indian Health Svc,2021-03-14,12964
3196,Indian Health Svc,2021-03-15,13011
3197,Indian Health Svc,2021-03-16,14079
3198,Indian Health Svc,2021-03-17,13877
3199,Indian Health Svc,2021-03-18,14557
3200,Indian Health Svc,2021-03-19,14166
3201,Indian Health Svc,2021-03-20,13505
3202,Indian Health Svc,2021-03-21,14250
3203,Indian Health Svc,2021-03-22,14280
3204,Indian Health Svc,2021-03-23,13150
3205,Indian Health Svc,2021-03-24,13528
3206,Indian Health Svc,2021-03-25,12460
3207,Indian Health Svc,2021-03-26,12743
3208,Indian Health Svc,2021-03-27,13034
3209,Indian Health Svc,2021-03-28,13541
3210,Indian Health Svc,2021-03-29,12681
3211,Indian Health Svc,2021-03-30,12622
3212,Indian Health Svc,2021-03-31,12575
3213,Indian Health Svc,2021-04-01,13441
3214,Indian Health Svc,2021-04-02,13076
3215,Indian Health Svc,2021-04-03,12789
3216,Indian Health Svc,2021-04-04,12202
3217,Indian Health Svc,2021-04-05,11703
3218,Indian Health Svc,2021-04-06,11821
3219,Indian Health Svc,2021-04-07,11213
3220,Indian Health Svc,2021-04-08,10731
3221,Indian Health Svc,2021-04-09,10551
3222,Indian Health Svc,2021-04-10,10609
3223,Indian Health Svc,2021-04-11,9333
3224,Indian Health Svc,2021-04-12,9597
3225,Indian Health Svc,2021-04-13,9774
3226,Indian Health Svc,2021-04-14,9855
3227,Indian Health Svc,2021-04-15,9889
3228,Indian Health Svc,2021-04-16,9727
3229,Indian Health Svc,2021-04-17,9638
3230,Indian Health Svc,2021-04-18,9826
3231,Indian Health Svc,2021-04-19,9501
3232,Indian Health Svc,2021-04-20,9207
3233,Indian Health Svc,2021-04-21,8961
3234,Indian Health Svc,2021-04-22,8388
3235,Indian Health Svc,2021-04-23,8340
3236,Indian Health Svc,2021-04-24,7808
3237,Indian Health Svc,2021-04-25,7820
3238,Indian Health Svc,2021-04-26,7931
3239,Indian Health Svc,2021-04-27,7882
3240,Indian Health Svc,2021-04-28,7806
3241,Indian Health Svc,2021-04-29,7731
3242,Indian Health Svc,2021-04-30,6969
3243,Indian Health Svc,2021-05-01,7137
3244,Indian Health Svc,2021-05-02,6733
3245,Indian Health Svc,2021-05-03,6500
3246,Indian Health Svc,2021-05-04,6429
3247,Indian Health Svc,2021-05-05,5584
3248,Indian Health Svc,2021-05-06,5569
3249,Indian Health Svc,2021-05-07,5335
3250,Indian Health Svc,2021-05-08,4622
3251,Indian Health Svc,2021-05-09,4269
3252,Indian Health Svc,2021-05-10,4294
3253,Indian Health Svc,2021-05-11,4292
3254,Indian Health Svc,2021-05-12,4138
3255,Indian Health Svc,2021-05-13,3899
3256,Indian Health Svc,2021-05-14,3769
3257,Indian Health Svc,2021-05-15,3706
3258,Indian Health Svc,2021-05-16,3870
3259,Indian Health Svc,2021-05-17,3945
3260,Indian Health Svc,2021-05-18,3833
3261,Indian Health Svc,2021-05-19,3670
3262,Indian Health Svc,2021-05-20,3996
3263,Indian Health Svc,2021-05-21,4025
3264,Indian Health Svc,2021-05-22,4244
3265,Indian Health Svc,2021-05-23,4154
3266,Indian Health Svc,2021-05-24,4125
3267,Indian Health Svc,2021-05-25,4104
3268,Indian Health Svc,2021-05-26,4811
3269,Indian Health Svc,2021-05-27,4063
3270,Indian Health Svc,2021-05-28,3988
3271,Indian Health Svc,2021-05-29,3576
3272,Indian Health Svc,2021-05-30,3211
3273,Indian Health Svc,2021-05-31,3084
3274,Indian Health Svc,2021-06-01,2972
3275,Indian Health Svc,2021-06-02,2198
3276,Indian Health Svc,2021-06-03,2081
3277,Indian Health Svc,2021-06-04,2046
3278,Indian Health Svc,2021-06-05,2079
3279,Indian Health Svc,2021-06-06,1748
3280,Indian Health Svc,2021-06-07,2342
3281,Indian Health Svc,2021-06-08,2526
3282,Indian Health Svc,2021-06-09,2907
3283,Indian Health Svc,2021-06-10,2955
3284,Indian Health Svc,2021-06-11,2545
3285,Indian Health Svc,2021-06-12,2612
3286,Indian Health Svc,2021-06-13,3123
3287,Indian Health Svc,2021-06-14,3050
3288,Indian Health Svc,2021-06-15,3090
3289,Indian Health Svc,2021-06-16,2659
3290,Indian Health Svc,2021-06-17,3008
3291,Indian Health Svc,2021-06-18,3346
3292,Indian Health Svc,2021-06-19,3173
3293,Indian Health Svc,2021-06-20,3202
3294,Indian Health Svc,2021-06-21,2684
3295,Indian Health Svc,2021-06-22,2475
3296,Indian Health Svc,2021-06-23,2699
3297,Indian Health Svc,2021-06-24,2247
3298,Indian Health Svc,2021-06-25,2168
3299,Indian Health Svc,2021-06-26,2057
3300,Indiana,2021-01-13,19490
3301,Indiana,2021-01-14,20822
3302,Indiana,2021-01-15,22822
3303,Indiana,2021-01-16,21765
3304,Indiana,2021-01-17,21131
3305,Indiana,2021-01-18,20708
3306,Indiana,2021-01-19,20406
3307,Indiana,2021-01-20,20722
3308,Indiana,2021-01-21,21950
3309,Indiana,2021-01-22,21974
3310,Indiana,2021-01-23,23875
3311,Indiana,2021-01-24,21219
3312,Indiana,2021-01-25,25109
3313,Indiana,2021-01-26,23448
3314,Indiana,2021-01-27,23971
3315,Indiana,2021-01-28,23572
3316,Indiana,2021-01-29,23885
3317,Indiana,2021-01-30,23022
3318,Indiana,2021-01-31,23022
3319,Indiana,2021-02-01,16476
3320,Indiana,2021-02-02,16209
3321,Indiana,2021-02-03,16224
3322,Indiana,2021-02-04,17007
3323,Indiana,2021-02-05,18509
3324,Indiana,2021-02-06,20369
3325,Indiana,2021-02-07,20369
3326,Indiana,2021-02-08,20369
3327,Indiana,2021-02-09,21254
3328,Indiana,2021-02-10,22565
3329,Indiana,2021-02-11,22977
3330,Indiana,2021-02-12,23240
3331,Indiana,2021-02-13,38430
3332,Indiana,2021-02-14,44158
3333,Indiana,2021-02-15,46507
3334,Indiana,2021-02-16,47242
3335,Indiana,2021-02-17,45387
3336,Indiana,2021-02-18,41992
3337,Indiana,2021-02-19,45789
3338,Indiana,2021-02-20,30805
3339,Indiana,2021-02-21,30138
3340,Indiana,2021-02-22,31003
3341,Indiana,2021-02-23,29588
3342,Indiana,2021-02-24,35377
3343,Indiana,2021-02-25,47617
3344,Indiana,2021-02-26,44421
3345,Indiana,2021-02-27,45361
3346,Indiana,2021-02-28,45786
3347,Indiana,2021-03-01,46116
3348,Indiana,2021-03-02,46529
3349,Indiana,2021-03-03,42373
3350,Indiana,2021-03-04,34034
3351,Indiana,2021-03-05,34798
3352,Indiana,2021-03-06,35551
3353,Indiana,2021-03-07,36332
3354,Indiana,2021-03-08,37786
3355,Indiana,2021-03-09,38324
3356,Indiana,2021-03-10,39535
3357,Indiana,2021-03-11,40220
3358,Indiana,2021-03-12,40240
3359,Indiana,2021-03-13,46622
3360,Indiana,2021-03-14,40366
3361,Indiana,2021-03-15,40095
3362,Indiana,2021-03-16,39686
3363,Indiana,2021-03-17,38939
3364,Indiana,2021-03-18,39053
3365,Indiana,2021-03-19,39161
3366,Indiana,2021-03-20,33398
3367,Indiana,2021-03-21,39948
3368,Indiana,2021-03-22,39601
3369,Indiana,2021-03-23,39527
3370,Indiana,2021-03-24,40272
3371,Indiana,2021-03-25,41181
3372,Indiana,2021-03-26,42033
3373,Indiana,2021-03-27,42027
3374,Indiana,2021-03-28,41932
3375,Indiana,2021-03-29,42471
3376,Indiana,2021-03-30,42404
3377,Indiana,2021-03-31,42611
3378,Indiana,2021-04-01,42829
3379,Indiana,2021-04-02,43612
3380,Indiana,2021-04-03,45326
3381,Indiana,2021-04-04,45201
3382,Indiana,2021-04-05,44824
3383,Indiana,2021-04-06,44708
3384,Indiana,2021-04-07,44677
3385,Indiana,2021-04-08,45393
3386,Indiana,2021-04-09,46487
3387,Indiana,2021-04-10,46967
3388,Indiana,2021-04-11,49303
3389,Indiana,2021-04-12,51942
3390,Indiana,2021-04-13,53452
3391,Indiana,2021-04-14,49018
3392,Indiana,2021-04-15,50164
3393,Indiana,2021-04-16,49494
3394,Indiana,2021-04-17,47630
3395,Indiana,2021-04-18,46237
3396,Indiana,2021-04-19,43085
3397,Indiana,2021-04-20,42223
3398,Indiana,2021-04-21,45873
3399,Indiana,2021-04-22,43159
3400,Indiana,2021-04-23,41121
3401,Indiana,2021-04-24,39941
3402,Indiana,2021-04-25,38649
3403,Indiana,2021-04-26,38845
3404,Indiana,2021-04-27,39364
3405,Indiana,2021-04-28,39636
3406,Indiana,2021-04-29,39706
3407,Indiana,2021-04-30,40175
3408,Indiana,2021-05-01,41097
3409,Indiana,2021-05-02,41710
3410,Indiana,2021-05-03,40284
3411,Indiana,2021-05-04,39356
3412,Indiana,2021-05-05,38595
3413,Indiana,2021-05-06,38753
3414,Indiana,2021-05-07,39467
3415,Indiana,2021-05-08,37405
3416,Indiana,2021-05-09,36868
3417,Indiana,2021-05-10,38203
3418,Indiana,2021-05-11,39354
3419,Indiana,2021-05-12,38805
3420,Indiana,2021-05-13,37315
3421,Indiana,2021-05-14,34246
3422,Indiana,2021-05-15,34235
3423,Indiana,2021-05-16,33644
3424,Indiana,2021-05-17,33014
3425,Indiana,2021-05-18,32163
3426,Indiana,2021-05-19,31961
3427,Indiana,2021-05-20,31794
3428,Indiana,2021-05-21,31884
3429,Indiana,2021-05-22,31585
3430,Indiana,2021-05-23,30492
3431,Indiana,2021-05-24,29323
3432,Indiana,2021-05-25,28352
3433,Indiana,2021-05-26,27787
3434,Indiana,2021-05-27,26353
3435,Indiana,2021-05-28,24616
3436,Indiana,2021-05-29,22344
3437,Indiana,2021-05-30,21158
3438,Indiana,2021-05-31,19826
3439,Indiana,2021-06-01,20043
3440,Indiana,2021-06-02,16961
3441,Indiana,2021-06-03,16028
3442,Indiana,2021-06-04,14717
3443,Indiana,2021-06-05,14502
3444,Indiana,2021-06-06,14447
3445,Indiana,2021-06-07,15602
3446,Indiana,2021-06-08,15633
3447,Indiana,2021-06-09,17767
3448,Indiana,2021-06-10,14812
3449,Indiana,2021-06-11,15867
3450,Indiana,2021-06-12,16587
3451,Indiana,2021-06-13,15893
3452,Indiana,2021-06-14,21491
3453,Indiana,2021-06-15,22350
3454,Indiana,2021-06-16,19784
3455,Indiana,2021-06-17,26162
3456,Indiana,2021-06-18,24822
3457,Indiana,2021-06-19,23196
3458,Indiana,2021-06-20,22563
3459,Indiana,2021-06-21,16600
3460,Indiana,2021-06-22,15363
3461,Indiana,2021-06-23,16682
3462,Indiana,2021-06-24,12209
3463,Indiana,2021-06-25,11845
3464,Indiana,2021-06-26,11392
3465,Iowa,2021-01-13,13402
3466,Iowa,2021-01-14,6701
3467,Iowa,2021-01-15,7431
3468,Iowa,2021-01-16,7071
3469,Iowa,2021-01-17,6856
3470,Iowa,2021-01-18,6712
3471,Iowa,2021-01-19,6609
3472,Iowa,2021-01-20,5394
3473,Iowa,2021-01-21,6664
3474,Iowa,2021-01-22,7089
3475,Iowa,2021-01-23,7591
3476,Iowa,2021-01-24,8316
3477,Iowa,2021-01-25,8177
3478,Iowa,2021-01-26,7575
3479,Iowa,2021-01-27,7764
3480,Iowa,2021-01-28,7679
3481,Iowa,2021-01-29,7677
3482,Iowa,2021-01-30,8252
3483,Iowa,2021-01-31,8717
3484,Iowa,2021-02-01,8752
3485,Iowa,2021-02-02,8791
3486,Iowa,2021-02-03,8940
3487,Iowa,2021-02-04,9536
3488,Iowa,2021-02-05,9861
3489,Iowa,2021-02-06,10093
3490,Iowa,2021-02-07,10887
3491,Iowa,2021-02-08,12555
3492,Iowa,2021-02-09,13183
3493,Iowa,2021-02-10,14569
3494,Iowa,2021-02-11,15445
3495,Iowa,2021-02-12,16457
3496,Iowa,2021-02-13,17707
3497,Iowa,2021-02-14,18300
3498,Iowa,2021-02-15,17966
3499,Iowa,2021-02-16,19130
3500,Iowa,2021-02-17,18104
3501,Iowa,2021-02-18,17183
3502,Iowa,2021-02-19,20590
3503,Iowa,2021-02-20,20700
3504,Iowa,2021-02-21,20425
3505,Iowa,2021-02-22,20011
3506,Iowa,2021-02-23,18460
3507,Iowa,2021-02-24,18033
3508,Iowa,2021-02-25,17644
3509,Iowa,2021-02-26,14481
3510,Iowa,2021-02-27,15317
3511,Iowa,2021-02-28,16224
3512,Iowa,2021-03-01,17665
3513,Iowa,2021-03-02,17969
3514,Iowa,2021-03-03,18878
3515,Iowa,2021-03-04,20308
3516,Iowa,2021-03-05,21006
3517,Iowa,2021-03-06,25236
3518,Iowa,2021-03-07,27631
3519,Iowa,2021-03-08,29315
3520,Iowa,2021-03-09,30238
